Department,Object Name,Title,Culture,Period,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date
Modern and Contemporary Art,Painting,When did we go to Morocco?,,,,Howard Hodgkin,"British, London 1932–2017 London",,"Hodgkin, Howard",British,1932      ,2017      ,1988–93,1988
Modern and Contemporary Art,Painting,The Lute Player,,,,Jane Freilicher,"American, Brooklyn, New York 1924–2014 New York",,"Freilicher, Jane",American,1924      ,2014      ,1993,1993
Modern and Contemporary Art,Painting,Natural Being I,,,,Keun-Joong Kim,"Korean, born 1955",,"Kim, Keun-Joong",Korean,1955      ,9999      ,1993,1993
Modern and Contemporary Art,Painting,Diva,,,,Marthe Keller,"American, born New York, 1948",,"Keller, Marthe",American,1948      ,9999      ,1993,1993
"Arts of Africa, Oceania, and the Americas",Painting,Untitled [Le Transport],"Côte d'Ivoire, Baule",,,Ephrem Kouakou,"Born in Toumodi, Côte d'Ivoire, May 20, 1962, lives in Baltimore",,"Kouakou, Ephrem",,1962      ,,1992,1992
Modern and Contemporary Art,Painting,Vortex at Dawn: Collapsed,,,,Stephen Hannock,"American, born Albany, New York 1951",,"Hannock, Stephen",American,1951      ,2051      ,1992,1992
Modern and Contemporary Art,Painting,"Air: 24 Hours, One A.M.",,,,Jennifer Bartlett,"American, born Long Beach, California, 1941",,"Bartlett, Jennifer",American ,1941      ,2041      ,1991–92,1991
Modern and Contemporary Art,Painting,"Air: 24 Hours, Five A.M.",,,,Jennifer Bartlett,"American, born Long Beach, California, 1941",,"Bartlett, Jennifer",American ,1941      ,2041      ,1991–92,1991
Modern and Contemporary Art,Painting,Galisteo Creek,,,,Susan Rothenberg,"American, born Buffalo, New York, 1945",,"Rothenberg, Susan",American,1945      ,2045      ,1992,1992
Modern and Contemporary Art,Painting,Untitled,,,,Julian Lethbridge,"British, born Sri Lanka 1947",,"Lethbridge, Julian",British,1947      ,2047      ,1991–92,1991
Modern and Contemporary Art,Painting,"Tenth Street, Number 5",,,,Caio Fonseca,"American, born New York 1959",,"Fonseca, Caio",American,1959      ,2059      ,1992,1992
Modern and Contemporary Art,Painting,Elegy Number 9 (After MH's Iron Cross),,,,Anthony Viti,"American, born Rochester, New York 1961",,"Viti, Anthony",American,1961      ,2061      ,1992,1992
Modern and Contemporary Art,Painting,Elegy Number 12 (After MH's Iron Cross),,,,Anthony Viti,"American, born Rochester, New York 1961",,"Viti, Anthony",American,1961      ,2061      ,1992,1992
Modern and Contemporary Art,Painting,Elegy Number 21 (After MH's Iron Cross),,,,Anthony Viti,"American, born Rochester, New York 1961",,"Viti, Anthony",American,1961      ,2061      ,1992,1992
Modern and Contemporary Art,Painting,Elegy Number 24 (After MH's Iron Cross),,,,Anthony Viti,"American, born Rochester, New York 1961",,"Viti, Anthony",American,1961      ,2061      ,1992,1992
Modern and Contemporary Art,Painting,Faces #10,,,,Y.Z. Kami,"American, born Iran, Teheran 1956",,"Kami, Y Z",French,1956      ,2056      ,1992,1992
Modern and Contemporary Art,Painting,"The Serenade for the Doll after Claude Debussy, Gift Wrapped Doll #16",,,,James Rosenquist,"American, Grand Forks, North Dakota 1933–2017 New York",,"Rosenquist, James",American,1933      ,2017      ,1992,1992
Modern and Contemporary Art,Painting,"Air: 24 Hours, Five P.M.",,,,Jennifer Bartlett,"American, born Long Beach, California, 1941",,"Bartlett, Jennifer",American ,1941      ,2041      ,1991–92,1991
Modern and Contemporary Art,Painting,"Naked Man, Back View",,,,Lucian Freud,"British (born Germany), Berlin 1922–2011 London",,"Freud, Lucian","British, born Germany",1922      ,2011      ,1991–92,1991
Modern and Contemporary Art,Painting,On Tropical Thoughts,,,,Mario Bencomo,"American (born Cuba),  Pinar del Rio 1953",,"Bencomo, Mario",American,1953      ,2053      ,1992,1992
Modern and Contemporary Art,Painting,Sleeping Boy,,,,Odd Nerdrum,"Norwegian, born Hälsingborg 1944",,"Nerdrum, Odd",Norwegian,1944      ,2044      ,1992,1992
Modern and Contemporary Art,Painting,Horse,,,,Ian Phillips,"American, born Seattle, Washington 1968",,"Phillips, Ian",American,1968      ,9999      ,1992,1992
Modern and Contemporary Art,Painting,Versions IV,,,,Robert Ryman,"American, Nashville, Tennessee 1930–2019 New York",,"Ryman, Robert",American,1930      ,2019      ,1992,1992
Modern and Contemporary Art,Painting,Untitled (2),,,,Rashid Rana,"Pakistani, born Lahore 1968",,"Rana, Rashid",Pakistani,1968      ,2068      ,1992,1992
Modern and Contemporary Art,Painting,Hooton's Lightning (The Child Wills the Accident to Happen so the Rescue May Begin),,,,Peter Nadin,"British, born Bromborough 1954",,"Nadin, Peter",British,1954      ,2054      ,1991–92,1991
Modern and Contemporary Art,Painting,Lausanne,,,,Jim Dine,"American, born Cincinnati, Ohio, 1935",,"Dine, Jim",American ,1935      ,2035      ,1992,1992
Modern and Contemporary Art,Painting,"Air: 24 Hours, Seven A.M.",,,,Jennifer Bartlett,"American, born Long Beach, California, 1941",,"Bartlett, Jennifer",,1941      ,2041      ,1991–92,1991
Islamic Art,Painting,Midsummer Night #10,,,,Marcos Grigorian,"Iranian (born Russia), Kropotkin 1925–2007 Yerevan, Armenia",,"Grigorian, Marcos",Armenian-Iranian,1925      ,2007      ,1991,1991
Modern and Contemporary Art,Painting,There is a River,,,,Adán Hernández,"American, born Childress, Texas 1951",,"Hernandez, Adan",American,1951      ,2051      ,1991,1991
Modern and Contemporary Art,Painting,Looking Out,,,,Federico Vegas,"Venezuelan, born Caracas 1953",,"Vegas, Federico",Venezuelan,1953      ,2053      ,1990–91,1990
Modern and Contemporary Art,Painting,Patriot,,,,Harry Kramer,"American, Philadelphia, 1939",,"Kramer, Harry",American,1939      ,9999      ,1991,1991
Modern and Contemporary Art,Painting,Self-Portrait (Matisse Print),,,,Mary Beth McKenzie,"American, born Cleveland, Ohio, 1946",,"Mckenzie, Mary Beth",American,1946      ,2046      ,1991,1991
Modern and Contemporary Art,Painting,Passing By,,,,Boyd & Evans|Fionnuala Boyd|Leslie Evans,"British, born 1944|British, born 1945",,"Boyd & Evans|Boyd, Fionnuala|Evans, Leslie",British|British|British,1944      |1945      ,2044      |9999      ,1991,1991
Modern and Contemporary Art,Painting,A Prairie Vista,,,,James D. Butler,"American, born 1945",,"Butler, James D",American,1945      ,2045      ,1991,1991
Modern and Contemporary Art,Painting,First Fruits,,,,Rosalie Gascoigne,"Australian, 1917–1999",,"Gascoigne, Rosalie",Australian,1917      ,1999      ,1991,1991
Modern and Contemporary Art,Painting,Climb,,,,Euan Macleod,"New Zealander, born Christchurch 1956",,"Macleod, Euan",New Zealander,1956      ,2056      ,1991,1991
Modern and Contemporary Art,Painting,Police Poles,,,,Paul Hawdon,"British, born Manchester 1953",,"Hawdon, Paul",British,1953      ,2053      ,1991,1991
Modern and Contemporary Art,Painting,Untitled (Washington and Lenin),,,,Leonid Lamm,"American, 1928–2017",,"Lamm, Leonid",American,1928      ,2017      ,1991,1991
Modern and Contemporary Art,Painting,Night Portrait with Blue Easel,,,,John Wonnacott,"British, born 1940",,"Wonnacott, John",British,1940      ,2040      ,1990–91,1990
Modern and Contemporary Art,Painting,China,,,,Andrew Spence,"American, born 1947",,"Spence, Andrew",American,1947      ,2047      ,1991,1991
Modern and Contemporary Art,Painting,Self-Portrait with Eyes Closed,,,,Odd Nerdrum,"Norwegian, born Hälsingborg 1944",,"Nerdrum, Odd",Norwegian,1944      ,2044      ,1991,1991
Modern and Contemporary Art,Painting,Ryder's Room,,,,Red Grooms,"American, born Nashville, Tennessee, 1937",,"Grooms, Red",American,1937      ,2037      ,1991,1991
Modern and Contemporary Art,Painting,Garance,,,,Melissa Meyer,"American, born New York, 1947",,"Meyer, Melissa",American,1947      ,2047      ,1990–91,1990
Modern and Contemporary Art,Painting,"Untitled (41,231,85,56,200,35)",,,,Jane Hammond,"American, born Bridgeport, Connecticut, 1950",,"Hammond, Jane",American,1950      ,2050      ,1991,1991
Modern and Contemporary Art,Painting,Untitled (Sportsmen),,,,Leonid Lamm,"American, 1928–2017",,"Lamm, Leonid",American,1928      ,2017      ,1991,1991
Modern and Contemporary Art,Painting,Mysuseter III,,,,Per Kirkeby,"Danish, Copenhagen 1938–2018 Copenhagen",,"Kirkeby, Per",Danish,1938      ,2018      ,1991,1991
Modern and Contemporary Art,Painting,Village,,,,In Kie Whang,"Korean, born 1951",,"Whang, In Kie",Korean,1951      ,2051      ,1991,1991
Modern and Contemporary Art,Painting,SSO,,,,Allan D'Arcangelo,"American, Buffalo, New York 1930–1998 New York",,"D'Arcangelo, Allan",,1930      ,1998      ,"1963, 1986–90",1963
Modern and Contemporary Art,Painting,Blue Blanket,,,,Catherine Murphy,"American, born Cambridge, Massachusetts 1946",,"Murphy, Catherine",American,1946      ,2046      ,1990,1990
Modern and Contemporary Art,Painting,Burning Box,,,,Robert Cumming,"American, born Worcester, Massachusetts, 1943",,"Cumming, Robert",American,1943      ,2043      ,1990,1990
Modern and Contemporary Art,Painting,Sleeping Family,,,,Vincent Desiderio,"American, born Philadelphia, Pennsylvania 1955",,"Desiderio, Vincent",American,1955      ,2055      ,1990,1990
Modern and Contemporary Art,Painting,The Way Out,,,,Liliana Porter,American (born Argentina) 1941,,"Porter, Liliana",American,1941      ,2041      ,1990,1990
Modern and Contemporary Art,Painting,Portrait of a Woman,,,,Manolo Valdés,"Spanish, born 1942",,"Valdes, Manolo",Spanish,1942      ,2042      ,1990,1990
Modern and Contemporary Art,Painting,"Noon: Blaze Line, Number 1",,,,Tim Storrier,"Australian, born Sydney 1949",,"Storrier, Tim",Australian,1949      ,2049      ,1990,1990
Modern and Contemporary Art,Painting,"The Door, Number 1",,,,Tim Storrier,"Australian, born Sydney 1949",,"Storrier, Tim",Australian,1949      ,2049      ,1990,1990
Modern and Contemporary Art,Painting,Entranced,,,,Douglas Safranek,"American, born Spokane, Washington 1956",,"Safranek, Douglas",American,1956      ,2056      ,1990,1990
Modern and Contemporary Art,Painting,A Big Apple,,,,Jorge Eduardo,"Brazilian, born 1936",,"Eduardo, Jorge",Brazilian,1936      ,2036      ,1990,1990
Modern and Contemporary Art,Painting,Harvest of Women,,,,Mariano Sapia,"Argentinian, born Buenos Aires 1964",,"Sapia, Mariano",Argentinian,1964      ,9999      ,1990,1990
Modern and Contemporary Art,Painting,A Pond in the Woods,,,,Robert Harms,"American, born New York 1962",,"Harms, Robert",American,1962      ,2062      ,1990,1990
Modern and Contemporary Art,Painting,Melusine del Gufo,,,,James McGarrell,"American, born Indianapolis, Indiana, 1930",,"Mcgarrell, James",American,1930      ,2030      ,1989–90,1989
Modern and Contemporary Art,Painting,Dreamreader's Table IV,,,,Don Eddy,"American, born Long Beach, California 1944",,"Eddy, Don",American,1944      ,2044      ,1989–90,1989
Modern and Contemporary Art,Painting,"Sixteen Waterfalls of Dreams, Memories, and Sentiment",,,,Pat Steir,"American, born Newark, New Jersey, 1940",,"Steir, Pat",American,1940      ,2040      ,1990,1990
Modern and Contemporary Art,Painting,You Know I Am Aware,,,,Arnaldo Roche Rabell,"American (born Puerto Rico), San Juan 1955",,"Roche, Rabell Arnaldo",American,1955      ,2055      ,1990,1990
Modern and Contemporary Art,Painting,Dutch Daybreak,,,,Christopher Brown,"American, born Camp Lejeune, North Carolina 1951",,"Brown, Christopher",American,1951      ,2051      ,1990,1990
Modern and Contemporary Art,Painting,Untitled (Read My Lips),,,,Leonid Lamm,"American, 1928–2017",,"Lamm, Leonid",American,1928      ,2017      ,1990,1990
Modern and Contemporary Art,Painting,Once,,,,Nancy Haynes,"American, born Waterbury, Connecticut 1947",,"Haynes, Nancy",American,1947      ,2047      ,1990,1990
Modern and Contemporary Art,Painting,"Tree Painting, Number 1",,,,Christian Peltenburg-Brechneff,"Swiss, born 1950",,Peltenburg-Brechneff,Swiss,1950      ,2050      ,1990,1990
Modern and Contemporary Art,Painting,Martuwarra (The Artist's Mother's Country),,,,Ena Gimme Nungurrayi,"Australian (Aboriginal), ca. 1953–1992",,"Gimme Nungurrayi, Ena",,1953      ,1992      ,1990,1990
Asian Art,Painting,,China,,,Yang Jiechang,"Chinese, born 1956",,Yang Jiechang,,1956      ,,1990,1990
Asian Art,Painting,,China,,,Li Keran,"Chinese, 1907–1989",,Li Keran,Chinese,1907      ,1989      ,20th century,1907
Modern and Contemporary Art,Painting,Running In,,,,Helen Miranda Wilson,"American, born 1948",,"Wilson, Helen Miranda",American,1948      ,2048      ,1986–89,1986
Modern and Contemporary Art,Painting,Tingari Cycle Dreaming at Paratjakutti,,,,Anatjari Tjakamarra,"Australian (Aboriginal), 1930–1992",,"Tjakamarra, Anatjari",Australian,1930      ,1992      ,1989,1989
Modern and Contemporary Art,Painting,Mark with Poster,,,,Sandra Fisher,"American, New York 1947–1994 London",,"Fisher, Sandra",American,1947      ,1994      ,1989,1989
Modern and Contemporary Art,Painting,By the Sea II,,,,Mary Mabbutt,"British, born Luton 1951",,"Mabbutt, Mary",British,1951      ,2051      ,1989,1989
Modern and Contemporary Art,Painting,Untitled (Horn),,,,Joe Andoe,"American, born Tulsa, Oklahoma, 1955",,"Andoe, Joe",American,1955      ,2055      ,1989,1989
Modern and Contemporary Art,Painting,Terrifying Terrain,,,,Elizabeth Murray,"American, Chicago, Illinois 1940–2007 Washington County, New York",,"Murray, Elizabeth",American,1940      ,2007      ,1989–90,1989
Modern and Contemporary Art,Painting,Yo Taplitz,,,,Sam Messer,"American, born New York 1955",,"Messer, Sam",American,1955      ,2055      ,1989,1989
Modern and Contemporary Art,Painting,Walk with Me,,,,Imants Tillers,"Australian, born Sydney 1950",,"Tillers, Imants",Australian,1950      ,2050      ,1989,1989
Modern and Contemporary Art,Painting,Portrait of Otis Spann,,,,Frederick J. Brown,"American, born Greensboro, Georgia 1945–2012 Scottsdale, Arizona",,"Brown, Frederick J",American,1945      ,2012      ,1989,1989
Modern and Contemporary Art,Painting,Untitled,,,,Dong-Koo Yun,"Korean, born 1952",,"Yun, Dong-Koo",Korean,1952      ,2052      ,1989,1989
Modern and Contemporary Art,Painting,View Across the Thames from St. Thomas,,,,John Bellany,"British, 1942–2013",,"Bellany, John",British,1942      ,2013      ,1989,1989
Modern and Contemporary Art,Painting,August Encampment,,,,Jaune Quick-to-See Smith,"American, born St. Ignatius, Montana, 1940",,"Smith, Jaune Quick-to-See",American,1940      ,9999      ,1988–89,1988
Modern and Contemporary Art,Painting,"Cortona, Italy",,,,Richard Upton,"American, Hartford, Connecticut 1931–2013 Sarasota, Florida",,"Upton, Richard",American,1931      ,2013      ,1989,1989
Modern and Contemporary Art,Painting,P 93-1 Italian Landscape/Cortona,,,,Richard Upton,"American, Hartford, Connecticut 1931–2013 Sarasota, Florida",,"Upton, Richard",American,1931      ,2013      ,1989,1989
Modern and Contemporary Art,Painting,Breeze,,,,Luis Lizardo,"Venezuelan, born 1956",,"Lizardo, Luis",Venezuelan,1956      ,2056      ,1989,1989
Modern and Contemporary Art,Painting,The Good Fortune,,,,Javier Arévalo,"Mexican, born 1937",,"Arevalo, Javier",Mexican,1937      ,2037      ,1989,1989
Modern and Contemporary Art,Painting,A Conspiracy of Objects,,,,Nicholas Jolly,"British, born Bebington 1962",,"Jolly, Nicholas",British,1962      ,2062      ,1989,1989
Modern and Contemporary Art,Painting,"Untitled, Landscape Number 5",,,,Brad Davis,"American, born 1942",,"Davis, Brad",American,1942      ,2042      ,1989,1989
"Arts of Africa, Oceania, and the Americas",Painting,"The Cross, the Church, and the Butterfly",,,,Skunder Boghossian,"Addis Ababa 1937–2003 Washington, D.C",,"Boghossian, Skunder",,1937      ,2003      ,1980s,1980
Modern and Contemporary Art,Painting,Hanuman Monkeys,,,,Hunt Slonem,"American, born Kittery, Maine 1951",,"Slonem, Hunt",American,1951      ,2051      ,1988,1988
Modern and Contemporary Art,Painting,Goldfish/Long Hall,,,,Jim Sullivan,"American, born 1939",,"Sullivan, Jim",American,1939      ,2039      ,1988,1988
Modern and Contemporary Art,Painting,Interior (Ocean Liner),,,,Peter Waite,"American, born Northampton, Massachusetts 1950",,"Waite, Peter",American,1950      ,9999      ,1988,1988
Modern and Contemporary Art,Painting,Self-Portrait (The Mirror),,,,Robert Mason,"British, born 1946",,"Mason, Robert",British,1946      ,2046      ,1988,1988
Modern and Contemporary Art,Painting,Dangerous Walls,,,,Donald Shambroom,"American, born 1950",,"Shambroom, Donald",American,1950      ,2050      ,1988,1988
Modern and Contemporary Art,Painting,"View of San Francisco, Number 2",,,,Peter Saul,"American, born San Francisco, California, 1934",,"Saul, Peter",American,1934      ,2034      ,1988,1988
Modern and Contemporary Art,Painting,Car Racks,,,,Andrew Spence,"American, born 1947",,"Spence, Andrew",American,1947      ,2047      ,1988,1988
Modern and Contemporary Art,Painting,"""It is the roots of who I am that remains - suppression notwithstanding""",,,,Juan Sanchez,"American, born Brooklyn, New York 1954",,"Sanchez, Juan",American,1954      ,2054      ,1987–88,1987
Modern and Contemporary Art,Painting,Untitled,,,,Keith Milow,"British, born London 1945",,"Milow, Keith",British,1945      ,2045      ,1988,1988
Modern and Contemporary Art,Painting,Untitled,,,,Keith Milow,"British, born London 1945",,"Milow, Keith",British,1945      ,2045      ,1988,1988
Modern and Contemporary Art,Painting,"Large Interior, Los Angeles",,,,David Hockney,"British, born Bradford, 1937",,"Hockney, David",British,1937      ,2037      ,1988,1988
Modern and Contemporary Art,Painting,Porthleven,,,,Sally Heywood,"British, born Liverpool 1964",,"Heywood, Sally",British,1964      ,2064      ,1988,1988
Modern and Contemporary Art,Painting,The Disappointment,,,,Stephen Conroy,"Scottish, born Helensburgh 1964",,"Conroy, Stephen",British,1964      ,2064      ,1987–88,1987
Modern and Contemporary Art,Painting,Copse,,,,Judy Ledgerwood,"American, born Brazil, Indiana 1959",,"Ledgerwood, Judy",American,1959      ,2059      ,1988,1988
Modern and Contemporary Art,Painting,Nominations III,,,,José González Veites,"Mexican, born Mexico City 1957",,"Gonzalez, Veites Jose",Mexican,1957      ,2057      ,1988,1988
Modern and Contemporary Art,Painting,Invocation,,,,Alejandro Arango,"Mexican, born Mexico City 1950",,"Arango, Alejandro",Mexican,1950      ,2050      ,1988,1988
Modern and Contemporary Art,Painting,Untitled (Wreath),,,,Joe Andoe,"American, born Tulsa, Oklahoma, 1955",,"Andoe, Joe",American,1955      ,2055      ,1988,1988
Modern and Contemporary Art,Painting,Still Life with Partridge and Corn,,,,Jeanne Duval,"American, born Petersborough, New Hampshire 1956",,"Duval, Jeanne",American,1956      ,2056      ,1988,1988
Modern and Contemporary Art,Painting,Incident on 42nd Street,,,,Bill Jacklin,"British, born London 1943",,"Jacklin, Bill",British,1943      ,2043      ,1988,1988
Modern and Contemporary Art,Painting,NY 914 1988,,,,Margery Edwards,"Australian, Newcastle 1933–1989 New York",,"Edwards, Margery",Australian,1933      ,1989      ,1988,1988
Modern and Contemporary Art,Painting,Lohengrin,,,,Georges Noël,"French, Béziers 1924–2010 Paris",,"Noel, Georges",French,1924      ,2010      ,1988,1988
