Department,Object Name,Title,Culture,Period,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date
European Paintings,Painting,The Sense of Sight,,,,Master of the Annunciation to the Shepherds,"Italian, active Naples, ca. 1620–40",,Master of the Annunciation to the Shepherds,,1615      ,1645      ,,1625
European Paintings,Painting,Saint Michael the Archangel,,,,Ignacio de Ries,"Spanish, 1616–after 1665",,"Ries, Ignacio de",Spanish,1616      ,1665      ,1640s,1640
European Paintings,Painting,The Annunciation,,,,Philippe de Champaigne,"French, Brussels 1602–1674 Paris",,"Champaigne, Philippe de",French,1602      ,1674      ,ca. 1644,1639
European Paintings,Painting,Portrait of a Man,,,,Cornelis Jonson van Ceulen the Elder,"Dutch, London 1593–1661 Utrecht",,"Jonson van Ceulen, Cornelis, the Elder",Dutch,1593      ,1661      ,1648,1648
European Paintings,Painting,Portrait of a Woman,,,,Cornelis Jonson van Ceulen the Elder,"Dutch, London 1593–1661 Utrecht",,"Jonson van Ceulen, Cornelis, the Elder",Dutch,1593      ,1661      ,1648,1648
European Paintings,Painting,Portrait of a Man Holding Gloves,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1648,1648
European Paintings,Painting,The Holy Family with Saints Anne and Catherine of Alexandria,,,,Jusepe de Ribera (called Lo Spagnoletto),"Spanish, Játiva 1591–1652 Naples",,"Ribera, Jusepe de (called Lo Spagnoletto)",Spanish,1591      ,1652      ,1648,1648
European Paintings,Painting,A Country Road,,,,Salomon van Ruysdael,"Dutch, Naarden, born ca. 1600–1603, died 1670 Haarlem",,"Ruysdael, Salomon van",Dutch,1600      ,1670      ,1648,1648
European Paintings,Painting,A Kitchen,,,,Hendrick Sorgh,"Dutch, Rotterdam 1609/11–1670 Rotterdam",,"Sorgh, Hendrick",Dutch,1609      ,1670      ,ca. 1643,1638
European Paintings,Painting,Sunrise,,,,Claude Lorrain (Claude Gellée),"French, Chamagne 1604/5?–1682 Rome",,Claude Lorrain (Claude Gellée),French,1604      ,1682      ,possibly 1646–47,1646
European Paintings,Painting,Castle by a River,,,,Jan van Goyen,"Dutch, Leiden 1596–1656 The Hague",,"Goyen, Jan van",Dutch,1596      ,1656      ,1647,1647
European Paintings,Painting,Portrait of a Man,,,,Bartholomeus van der Helst,"Dutch, Haarlem, born ca. 1612–15, died 1670 Amsterdam",,"Helst, Bartholomeus van der",Dutch,1612      ,1670      ,1647,1647
European Paintings,Painting,Guardroom with the Deliverance of Saint Peter,,,,David Teniers the Younger,"Flemish, Antwerp 1610–1690 Brussels",,"Teniers, David, the Younger",Flemish,1610      ,1690      ,ca. 1645–47,1645
European Paintings,Painting,A View of The Hague from the Northwest,,,,Jan van Goyen,"Dutch, Leiden 1596–1656 The Hague",,"Goyen, Jan van",Dutch,1596      ,1656      ,1647,1647
European Paintings,Painting,The Sacrifice of Polyxena,,,,Charles Le Brun,"French, Paris 1619–1690 Paris",,"Le Brun, Charles",French,1619      ,1690      ,1647,1647
European Paintings,Painting,Country House near the Water,,,,Jan van Goyen,"Dutch, Leiden 1596–1656 The Hague",,"Goyen, Jan van",Dutch,1596      ,1656      ,1646,1646
European Paintings,Painting,The Pelkus Gate near Utrecht,,,,Jan van Goyen,"Dutch, Leiden 1596–1656 The Hague",,"Goyen, Jan van",Dutch,1596      ,1656      ,1646,1646
European Paintings,Painting,View of Haarlem and the Haarlemmer Meer,,,,Jan van Goyen,"Dutch, Leiden 1596–1656 The Hague",,"Goyen, Jan van",Dutch,1596      ,1656      ,1646,1646
European Paintings,Painting,Landscape with a Village in the Distance,,,,Jacob van Ruisdael,"Dutch, Haarlem 1628/29–1682 Amsterdam",,"Ruisdael, Jacob van",Dutch,1628      ,1682      ,1646,1646
European Paintings,Painting,Ferry near Gorinchem,,,,Salomon van Ruysdael,"Dutch, Naarden, born ca. 1600–1603, died 1670 Haarlem",,"Ruysdael, Salomon van",Dutch,1600      ,1670      ,1646,1646
European Paintings,Painting,Saint Philip Neri (1515–1595),,,,Carlo Dolci,"Italian, Florence 1616–1687 Florence",,"Dolci, Carlo",,1616      ,1687      ,1645 or 1646,1645
European Paintings,Painting,The Disillusioned Medea,,,,Paulus Bor,"Dutch, Amersfoort ca. 1601–1669 Amersfoort",,"Bor, Paulus",Dutch,1601      ,1669      ,ca. 1640,1635
European Paintings,Painting,Bearded Man with a Velvet Cap,,,,Govert Flinck,"Dutch, Cleve 1615–1660 Amsterdam",,"Flinck, Govert",Dutch,1615      ,1660      ,1645,1645
European Paintings,Painting,Still Life with a Glass and Oysters,,,,Jan Davidsz de Heem,"Dutch, Utrecht 1606–1683/84 Antwerp",,"Heem, Jan Davidsz de",Dutch,1606      ,1684      ,ca. 1640,1635
European Paintings,Painting,Still Life: A Basket of Grapes and Other Fruit,,,,Jacob van Hulsdonck,"Flemish, 1582–1647",,"Hulsdonck, Jacob van",Flemish,1582      ,1647      ,probably ca. 1635–45,1635
European Paintings,Painting,The Penitent Magdalen,,,,Georges de La Tour,"French, Vic-sur-Seille 1593–1653 Lunéville",,"La Tour, Georges de",French,1593      ,1653      ,ca. 1640,1635
European Paintings,Painting,The Rape of Tamar,,,,Eustache Le Sueur,"French, Paris 1616–1655 Paris",,"Le Sueur, Eustache",French,1616      ,1655      ,probably ca. 1640,1635
European Paintings,Painting,Landscape with a Battle between Two Rams,,,,Jan Miel,"Flemish, Beveren 1599–1664 Turin",,"Miel, Jan",Flemish,1599      ,1664      ,ca. 1640,1635
European Paintings,Painting,Still Life of Fruit and Game,,,,Pieter van Overschee,"Flemish, active ca. 1645–61",,"Overschee, Pieter van",Flemish,1645      ,1661      ,1645,1645
European Paintings,Painting,Judith with the Head of Holofernes,,,,Massimo Stanzione,"Italian, Neapolitan, 1585–1656",,"Stanzione, Massimo",Italian,1585      ,1656      ,ca. 1640,1635
European Paintings,Painting,Portrait of a Man,,,,Johannes Verspronck,"Dutch, Haarlem, born ca. 1601–3, died 1662 Haarlem",,"Verspronck, Johannes",Dutch,1601      ,1662      ,1645,1645
European Paintings,Painting,Saint Benedict,,,,Francisco de Zurbarán,"Spanish, Fuente de Cantos 1598–1664 Madrid",,"Zurbarán, Francisco de",Spanish,1598      ,1664      ,ca. 1640–45,1640
Asian Art,Painting,,China,Ming dynasty (?) (1368–1644),Formerly Attributed to,Unidentified Artist|Gessen,1721–1809,,Unidentified Artist|Gessen,Japanese,1721      ,1809      ,,1368
Asian Art,Painting,,China,Ming dynasty (1368–1644),,Unidentified Artist,,,Unidentified Artist,,,,,1368
Asian Art,Painting,,China,Ming dynasty (?) (1368–1644),After,Unidentified Artist|Li Gonglin,"Chinese, ca. 1041–1106",,Unidentified Artist|Li Gonglin,Chinese,1041      ,1106      ,,1368
European Paintings,Painting,Rest,,,,Nicolaes Berchem,"Dutch, Haarlem 1621/22–1683 Amsterdam",,"Berchem, Nicolaes",Dutch,1622      ,1683      ,1644,1644
European Paintings,Painting,Pastoral Landscape: The Roman Campagna,,,,Claude Lorrain (Claude Gellée),"French, Chamagne 1604/5?–1682 Rome",,Claude Lorrain (Claude Gellée),French,1604      ,1682      ,ca. 1639,1634
European Paintings,Painting,Piping Shepherds,,,,Aelbert Cuyp,"Dutch, Dordrecht 1620–1691 Dordrecht",,"Cuyp, Aelbert",Dutch,1620      ,1691      ,ca. 1643–44,1643
European Paintings,Painting,Interior of a Kitchen,,,,Willem Kalf,"Dutch, Rotterdam 1619–1693 Amsterdam",,"Kalf, Willem",Dutch,1619      ,1693      ,ca. 1642–44,1642
European Paintings,Painting,The Trojan Women Setting Fire to Their Fleet,,,,Claude Lorrain (Claude Gellée),"French, Chamagne 1604/5?–1682 Rome",,Claude Lorrain (Claude Gellée),French,1604      ,1682      ,ca. 1643,1643
European Paintings,Painting,Paulus Verschuur (1606–1667),,,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582      ,1666      ,1643,1643
European Paintings,Painting,The Toilet of Bathsheba,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1643,1643
European Paintings,Painting,Old Woman Praying,,,,Matthias Stom,"Dutch, Amersfoort?, born ca. 1599–1600, died after 1652 ?Italy",,"Stom, Matthias",Dutch,1599      ,1652      ,late 1630s or early 1640s,1637
European Paintings,Painting,Portrait of a Man,,,,Abraham de Vries,"Dutch, The Hague (?) ca. 1590–1649/50 The Hague (?)",,"Vries, Abraham de",Dutch,1585      ,1650      ,1643,1643
European Paintings,Painting,Portrait of a Woman,,,,Ferdinand Bol,"Dutch, Dordrecht 1616–1680 Amsterdam",,"Bol, Ferdinand",Dutch,1616      ,1680      ,1642,1642
European Paintings,Painting,Isaac Blessing Jacob,,,,Gerbrand van den Eeckhout,"Dutch, Amsterdam 1621–1674 Amsterdam",,"Eeckhout, Gerbrand van den",Dutch,1621      ,1674      ,1642,1642
European Paintings,Painting,Charity,,,,Guido Reni,"Italian, Bologna 1575–1642 Bologna",,"Reni, Guido",Italian,1575      ,1642      ,,1595
European Paintings,Painting,"Portrait of a Man, Possibly a Botanist",,,Attributed to,David Bailly,"Dutch, Leiden 1584–1657 Leiden",,"Bailly, David",Dutch,1584      ,1657      ,1641,1641
European Paintings,Painting,Still Life: A Banqueting Scene,,,,Jan Davidsz de Heem,"Dutch, Utrecht 1606–1683/84 Antwerp",,"Heem, Jan Davidsz de",Dutch,1606      ,1684      ,probably ca. 1640–41,1640
European Paintings,Painting,Marcantonio Pasqualini (1614–1691) Crowned by Apollo,,,,Andrea Sacchi,"Italian, Rome (?) ca. 1599–1661 Rome",,"Sacchi, Andrea",Italian,1599      ,1661      ,1641,1641
European Paintings,Painting,"Jacob van Dalen (1570–1644), Called Vallensis",,,,Michiel Jansz. van Mierevelt,"Netherlandish, Delft 1567–1641 Delft",,"Mierevelt, Michiel Jansz. van",Netherlandish,1567      ,1641      ,1640,1640
European Paintings,Painting,Interior of a Gothic Church by Day,,,and,Frans Francken III|Pieter Neeffs the Elder,"Flemish, 1607–1667|Flemish, active 1605–1656/61",,"Francken, Frans, III|Neeffs, Pieter, the Elder",Flemish|Flemish,1607      |1605      ,1667      |1661      ,probably ca. 1635–40,1635
European Paintings,Painting,Interior of a Gothic Church at Night,,,and,Pieter Neeffs the Elder|Frans Francken III,"Flemish, active 1605–1656/61|Flemish, 1607–1667",,"Neeffs, Pieter, the Elder|Francken, Frans, III",Flemish|Flemish,1605      |1607      ,1661      |1667      ,probably ca. 1635–40,1635
European Paintings,Painting,Herman Doomer (ca. 1595–1650),,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1640,1640
European Paintings,Painting,A Forest at Dawn with a Deer Hunt,,,,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,ca. 1635,1630
European Paintings,Painting,"Rubens, His Wife Helena Fourment (1614–1673), and Their Son Frans (1633–1678)",,,,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,ca. 1635,1630
European Paintings,Painting,Frans Francken I (1542–1616),,,Workshop of,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,,1597
European Paintings,Painting,Saint Teresa of Ávila Interceding for Souls in Purgatory,,,Workshop of,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,,1597
European Paintings,Painting,Susanna and the Elders,,,Workshop of,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,,1597
European Paintings,Painting,Virgin and Child,,,Workshop of,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,,1597
European Paintings,Painting,Portrait of a Man,,,,Velázquez (Diego Rodríguez de Silva y Velázquez),"Spanish, Seville 1599–1660 Madrid",,Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599      ,1660      ,ca. 1635,1630
European Paintings,Painting,Old Woman in an Armchair,,,Attributed to,Jacob Backer,"Dutch, Harlingen 1608–1651 Amsterdam",,"Backer, Jacob",Dutch,1608      ,1651      ,,1629
European Paintings,Painting,Aeneas and the Sibyl in the Underworld,,,,Jan Brueghel the Younger,"Flemish, Antwerp 1601–1678 Antwerp",,"Brueghel, Jan, the Younger",Flemish,1601      ,1678      ,1630s,1630
European Paintings,Painting,Children and a Cow,,,Attributed to,Aelbert Cuyp,"Dutch, Dordrecht 1620–1691 Dordrecht",,"Cuyp, Aelbert",Dutch,1620      ,1691      ,1635–39,1635
European Paintings,Painting,The Fortune-Teller,,,,Georges de La Tour,"French, Vic-sur-Seille 1593–1653 Lunéville",,"La Tour, Georges de",French,1593      ,1653      ,probably 1630s,1630
European Paintings,Painting,"Margaretha van Clootwijk (born about 1580/81, died 1662), Wife of Jacob van Dalen",,,,Michiel Jansz. van Mierevelt,"Netherlandish, Delft 1567–1641 Delft",,"Mierevelt, Michiel Jansz. van",Netherlandish,1567      ,1641      ,1639,1639
European Paintings,Painting,A Roman Landscape with Figures,,,,Goffredo Wals,"German, Cologne, born ca. 1590–95, died 1638–40 Calabria",,"Wals, Goffredo",German,1590      ,1640      ,probably 1630s,1630
European Paintings,Painting,A Peasant with a Bird,,,,Adriaen Brouwer,"Flemish, Oudenaarde 1605/6–1638 Antwerp",,"Brouwer, Adriaen",Flemish,1605      ,1638      ,,1626
European Paintings,Painting,The Smokers,,,,Adriaen Brouwer,"Flemish, Oudenaarde 1605/6–1638 Antwerp",,"Brouwer, Adriaen",Flemish,1605      ,1638      ,ca. 1636,1631
European Paintings,Painting,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",,,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582      ,1666      ,ca. 1636–38,1636
European Paintings,Painting,Portrait of a Young Boy,,,Style of,Paulus Moreelse,"Dutch, ca. 1637",,"Moreelse, Paulus",Netherlandish,1571      ,1638      ,,1591
European Paintings,Painting,The Companions of Rinaldo,,,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594      ,1665      ,ca. 1633,1628
European Paintings,Painting,A Party of Merrymakers,,,,Pieter Jansz. Quast,"Dutch, Amsterdam (?) 1605/6–1647 Amsterdam",,"Quast, Pieter Jansz.",Dutch,1605      ,1647      ,ca. 1635–38,1635
European Paintings,Painting,Market by the Seashore,,,,Salomon van Ruysdael,"Dutch, Naarden, born ca. 1600–1603, died 1670 Haarlem",,"Ruysdael, Salomon van",Dutch,1600      ,1670      ,1637,1637
European Paintings,Painting,The Ford,,,,Claude Lorrain (Claude Gellée),"French, Chamagne 1604/5?–1682 Rome",,Claude Lorrain (Claude Gellée),French,1604      ,1682      ,possibly 1636,1636
European Paintings,Painting,A Young Woman in a Landscape,,,,Dutch Painter,dated 1636,,Dutch Painter,Dutch,,,,1636
European Paintings,Painting,The Holy Family with Saints Francis and Anne and the Infant Saint John the Baptist,,,,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,early or mid-1630s,1630
European Paintings,Painting,Venus and Adonis,,,,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577      ,1640      ,probably mid-1630s,1634
European Paintings,Painting,Queen Henrietta Maria,,,,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London",,"Dyck, Anthony van",,1599      ,1641      ,1636,1636
European Paintings,Painting,Herodias,,,,Francesco Cairo,"Italian, Milan 1607–1665 Milan",,"Cairo, Francesco",Italian,1607      ,1665      ,before 1635,1627
European Paintings,Painting,"James Stuart (1612–1655), Duke of Richmond and Lennox",,,,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London",,"Dyck, Anthony van",Flemish,1599      ,1641      ,ca. 1633–35,1633
European Paintings,Painting,"Robert Rich (1587–1658), Second Earl of Warwick",,,,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London",,"Dyck, Anthony van",Flemish,1599      ,1641      ,ca. 1632–35,1632
European Paintings,Painting,Virgin and Child with Saint Catherine of Alexandria,,,,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London",,"Dyck, Anthony van",Flemish,1599      ,1641      ,ca. 1630,1625
European Paintings,Painting,Portrait of a Woman with a Lace Collar,,,,Michiel Jansz. van Mierevelt,"Netherlandish, Delft 1567–1641 Delft",,"Mierevelt, Michiel Jansz. van",Netherlandish,1567      ,1641      ,ca. 1632–35,1632
European Paintings,Painting,Portrait of a Woman,,,,Jan van Ravesteyn,"Dutch, Culemborg (?) ca. 1572–1657 The Hague",,"Ravesteyn, Jan van",Dutch,1572      ,1657      ,1635,1635
European Paintings,Painting,Tobias Curing His Father's Blindness,,,,Bernardo Strozzi,"Italian, Genoa 1581–1644 Venice",,"Strozzi, Bernardo",Italian,1581      ,1644      ,1630–35,1630
European Paintings,Painting,"Still Life with Oysters, a Silver Tazza, and Glassware",,,,Willem Claesz Heda,"Dutch, Haarlem? 1594–1680 Haarlem",,"Heda, Willem Claesz",Dutch,1594      ,1680      ,1635,1635
European Paintings,Painting,Landscape with Erminia,,,,Agostino Tassi,"Italian, Ponzano Romano ca. 1580–1644 Rome",,"Tassi, Agostino",,1580      ,1644      ,ca. 1630,1625
European Paintings,Painting,The Preaching of John the Baptist,,,,Bartholomeus Breenbergh,"Dutch, Deventer 1598–1657 Amsterdam",,"Breenbergh, Bartholomeus",Dutch,1598      ,1657      ,1634,1634
European Paintings,Painting,The Abduction of the Sabine Women,,,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594      ,1665      ,probably 1633–34,1633
Asian Art,Painting,明  佚名  婦女肖像 圖   鏡面|Portrait of a Lady,China,Ming dynasty (1368–1644),,Unidentified Artist,,,Unidentified Artist,,,,late 16th–early 17th century,1567
European Paintings,Painting,Angelica and Medoro,,,,Jacques Blanchard,"French, 1600–1638",,"Blanchard, Jacques",French,1600      ,1638      ,possibly early 1630s,1630
European Paintings,Painting,Philip IV (1605–1665) in Parade Armor,,,,Gaspar de Crayer,"Flemish, 1584–1669",,"Crayer, Gaspar de",Flemish,1584      ,1669      ,ca. 1628,1623
European Paintings,Painting,A Couple in an Interior with a Gypsy Fortune-Teller,,,,Jacob Duck,"Dutch, Utrecht, born ca. 1598–1600, died 1667 Utrecht",,"Duck, Jacob",Dutch,1598      ,1667      ,ca. 1632–33,1632
European Paintings,Painting,Bellona,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1633,1633
European Paintings,Painting,Portrait of a Woman,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1633,1633
European Paintings,Painting,Portrait of a Young Woman with a Fan,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1633,1633
European Paintings,Painting,The Young Virgin,,,,Francisco de Zurbarán,"Spanish, Fuente de Cantos 1598–1664 Madrid",,"Zurbarán, Francisco de",Spanish,1598      ,1664      ,ca. 1632–33,1632
European Paintings,Painting,Midas Washing at the Source of the Pactolus,,,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594      ,1665      ,ca. 1627,1622
